id,week,trip,price.0,price.KB,choice
81,80,8,0,1.43,0
81,133,9,0,1.47,KB
81,139,10,0,1.47,KB
81,147,11,0,1.47,0
82,62,1,0,1.43,0
83,153,1,0,1.47,0
84,111,1,0,1.21,0
84,132,2,0,1.47,0
85,8,1,0,1.43,0
85,20,2,0,1.43,0
85,22,3,0,1.43,0
85,23,4,0,1.43,KB
85,32,5,0,1.28,0
85,35,6,0,1.43,0
85,36,7,0,1.43,KB
85,37,8,0,1.43,KB
85,46,9,0,1.43,0
85,47,10,0,0.98,KB
85,52,11,0,1.43,KB
85,57,12,0,1.43,KB
85,63,13,0,1.43,0
85,71,14,0,1.21,KB
85,79,15,0,1.43,0
85,91,16,0,1.43,0
85,99,17,0,1.43,0
85,100,18,0,1.43,0
85,102,19,0,1.43,KB
86,5,1,0,1.43,KB
86,9,2,0,1.43,KB
86,11,3,0,1.43,KB
86,15,4,0,1.43,KB
86,19,5,0,1.43,KB
86,22,6,0,1.43,KB
86,26,7,0,1.43,KB
86,29,8,0,0.9,KB
86,31,9,0,1.43,0
86,33,10,0,0.93,KB
86,37,11,0,1.43,KB
86,42,12,0,1.43,0
86,45,13,0,0.89,KB
86,49,14,0,1.43,KB
86,60,15,0,1.21,KB
86,85,16,0,1.43,KB
86,94,17,0,0.9,KB
86,109,18,0,1.43,KB
86,112,19,0,0.88,KB
86,118,20,0,1.43,KB
86,134,21,0,1.47,KB
87,94,1,0,0.9,0
88,87,1,0,1.43,0
88,92,2,0,1.43,0
88,103,3,0,1.43,0
88,110,4,0,1.43,0
88,111,5,0,1.21,0
88,112,6,0,0.88,0
88,114,7,0,1.43,0
88,127,8,0,1.43,0
88,135,9,0,1.47,0
88,150,10,0,1.42,0
88,155,11,0,1.47,0
89,86,1,0,1.43,0
89,87,2,0,1.43,0
89,88,3,0,1.43,0
89,89,4,0,1.43,0
89,114,5,0,1.43,0
90,86,1,0,1.43,0
90,99,2,0,1.43,0
91,71,1,0,1.21,KB
91,96,2,0,1.43,0
91,111,3,0,1.21,0
91,112,4,0,0.88,KB
91,126,5,0,1.43,0
92,55,1,0,1.43,0
92,103,2,0,1.43,0
93,81,1,0,1.43,0
94,63,1,0,1.43,0
95,86,1,0,1.43,0
95,139,2,0,1.47,0
95,140,3,0,1.47,0
95,142,4,0,1.47,0
95,151,5,0,1.47,0
96,118,1,0,1.43,0
96,121,2,0,1.43,0
96,126,3,0,1.43,0
96,127,4,0,1.43,0
97,32,1,0,1.28,0
97,40,2,0,1.43,0
97,66,3,0,1.43,0
97,67,4,0,1.43,0
97,70,5,0,1.21,0
97,71,6,0,1.21,0
97,89,7,0,1.43,0
97,94,8,0,0.9,0
97,100,9,0,1.43,KB
97,111,10,0,1.21,KB
97,113,11,0,1.43,0
97,114,12,0,1.43,0
97,117,13,0,1.43,0
97,121,14,0,1.43,0
97,124,15,0,1.43,0
97,127,16,0,1.43,0
97,140,17,0,1.47,0
97,147,18,0,1.47,0
97,149,19,0,1.21,0
97,155,20,0,1.47,0
98,66,1,0,1.43,0
98,87,2,0,1.43,KB
98,112,3,0,0.88,0
98,128,4,0,1.43,0
98,135,5,0,1.47,0
98,140,6,0,1.47,0
99,87,1,0,1.43,0
99,112,2,0,0.88,KB
99,131,3,0,1.47,KB
99,133,4,0,1.47,KB
99,137,5,0,1.47,KB
99,150,6,0,1.42,0
100,48,1,0,1.43,0
100,64,2,0,1.43,0
100,75,3,0,1.43,0
